tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
14,70.67,989.38,One year,Electronic check,0
35,83.44,2920.4,Two year,Credit card (automatic),0
17,18.22,309.74,Month-to-month,Electronic check,0
18,105.58,1900.44,One year,Bank transfer (automatic),1
0,74.86,0.0,Month-to-month,Mailed check,1
31,64.54,2000.74,Two year,Electronic check,0
50,37.85,1892.5,Two year,Credit card (automatic),0
10,99.91,999.1,Month-to-month,Electronic check,1
17,119.83,2037.11,One year,Bank transfer (automatic),0
29,36.22,1050.38,Two year,Credit card (automatic),0
21,32.55,683.55,Month-to-month,Bank transfer (automatic),1
62,19.89,1233.18,Two year,Electronic check,1
53,55.15,2922.95,Two year,Credit card (automatic),0
19,59.32,1127.08,One year,Electronic check,0
18,84.2,1515.6,One year,Electronic check,1
7,56.29,394.03,Month-to-month,Bank transfer (automatic),1
12,53.9,646.8,One year,Bank transfer (automatic),1
24,26.07,625.68,One year,Electronic check,0
8,87.33,698.64,Month-to-month,Mailed check,0
41,103.72,4252.52,Two year,Credit card (automatic),0
22,76.14,1675.08,Month-to-month,Electronic check,0
22,58.81,1293.82,Month-to-month,Mailed check,1
13,21.92,284.96,Month-to-month,Electronic check,1
16,59.59,953.44,Month-to-month,Bank transfer (automatic),0
18,101.29,1823.22,Month-to-month,Bank transfer (automatic),0
35,31.76,1111.6,Two year,Bank transfer (automatic),0
12,36.82,441.84,Month-to-month,Bank transfer (automatic),0
18,60.53,1089.54,One year,Electronic check,1
18,59.63,1073.34,Month-to-month,Credit card (automatic),1
18,110.69,1992.42,Month-to-month,Bank transfer (automatic),0
23,79.53,1829.19,One year,Electronic check,0
24,74.39,1785.36,Month-to-month,Electronic check,1
53,90.43,4792.79,Two year,Bank transfer (automatic),0
13,19.26,250.38,Month-to-month,Credit card (automatic),1
16,114.65,1834.4,Month-to-month,Electronic check,1
30,51.39,1541.7,Two year,Credit card (automatic),0
21,26.63,559.23,One year,Credit card (automatic),0
2,47.54,95.08,Month-to-month,Electronic check,1
49,32.97,1615.53,Two year,Bank transfer (automatic),0
24,49.11,1178.64,One year,Electronic check,0
9,92.57,833.13,Month-to-month,Electronic check,1
6,70.69,424.14,Month-to-month,Electronic check,1
17,65.95,1121.15,Month-to-month,Credit card (automatic),1
17,102.95,1750.15,One year,Mailed check,1
22,31.81,699.82,Month-to-month,Credit card (automatic),0
20,33.44,668.8,Month-to-month,Credit card (automatic),0
0,76.16,0.0,Month-to-month,Credit card (automatic),1
3,81.48,244.44,Month-to-month,Bank transfer (automatic),1
60,113.9,6834.0,Two year,Mailed check,0
1,84.2,84.2,Month-to-month,Credit card (automatic),0
0,26.69,0.0,Month-to-month,Electronic check,1
14,80.8,1131.2,Month-to-month,Credit card (automatic),1
45,117.77,5299.65,Two year,Mailed check,1
22,116.29,2558.38,One year,Credit card (automatic),1
43,68.06,2926.58,Two year,Electronic check,1
2,84.98,169.96,Month-to-month,Electronic check,1
13,19.3,250.9,One year,Credit card (automatic),0
2,68.63,137.26,Month-to-month,Bank transfer (automatic),0
24,76.71,1841.04,Month-to-month,Mailed check,0
45,103.0,4635.0,Two year,Electronic check,0
21,38.22,802.62,One year,Bank transfer (automatic),0
9,92.64,833.76,Month-to-month,Electronic check,1
52,47.23,2455.96,Two year,Electronic check,0
12,63.28,759.36,One year,Mailed check,0
7,50.15,351.05,Month-to-month,Electronic check,1
54,60.18,3249.72,Two year,Electronic check,1
19,82.25,1562.75,One year,Electronic check,0
17,27.16,461.72,One year,Credit card (automatic),0
58,78.5,4553.0,Two year,Electronic check,1
8,21.78,174.24,Month-to-month,Electronic check,0
12,53.12,637.44,One year,Mailed check,0
3,50.74,152.22,Month-to-month,Bank transfer (automatic),0
19,58.02,1102.38,Month-to-month,Bank transfer (automatic),1
18,22.78,410.04,One year,Electronic check,0
0,77.96,0.0,Month-to-month,Electronic check,1
44,109.06,4798.64,Two year,Bank transfer (automatic),1
24,43.36,1040.64,Month-to-month,Electronic check,0
13,100.04,1300.52,One year,Electronic check,1
24,34.35,824.4,Month-to-month,Mailed check,0
17,111.36,1893.12,One year,Electronic check,1
20,117.15,2343.0,Month-to-month,Credit card (automatic),0
12,33.46,401.52,One year,Mailed check,1
18,46.81,842.58,One year,Electronic check,1
23,42.15,969.45,One year,Credit card (automatic),0
6,79.7,478.2,Month-to-month,Electronic check,1
16,109.8,1756.8,Month-to-month,Electronic check,1
56,91.42,5119.52,Two year,Mailed check,0
19,35.16,668.04,Month-to-month,Credit card (automatic),0
21,27.45,576.45,One year,Bank transfer (automatic),0
42,106.3,4464.6,Two year,Bank transfer (automatic),1
4,100.7,402.8,Month-to-month,Credit card (automatic),1
17,52.53,893.01,Month-to-month,Mailed check,1
5,85.13,425.65,Month-to-month,Mailed check,1
19,99.47,1889.93,One year,Electronic check,0
7,79.26,554.82,Month-to-month,Electronic check,1
8,55.06,440.48,Month-to-month,Mailed check,1
1,106.08,106.08,Month-to-month,Bank transfer (automatic),1
22,109.33,2405.26,One year,Electronic check,1
23,25.49,586.27,One year,Electronic check,0
8,60.96,487.68,Month-to-month,Electronic check,1
32,107.02,3424.64,Two year,Credit card (automatic),0
12,112.13,1345.56,Month-to-month,Bank transfer (automatic),1
48,25.51,1224.48,Two year,Electronic check,0
17,110.54,1879.18,Month-to-month,Mailed check,1
27,51.73,1396.71,Two year,Mailed check,0
12,42.35,508.2,Month-to-month,Electronic check,0
16,108.48,1735.68,Month-to-month,Electronic check,1
12,81.63,979.56,One year,Electronic check,0
1,78.42,78.42,Month-to-month,Electronic check,0
20,20.94,418.8,Month-to-month,Bank transfer (automatic),1
5,88.23,441.15,Month-to-month,Electronic check,1
14,89.0,1246.0,Month-to-month,Mailed check,1
35,116.86,4090.1,Two year,Bank transfer (automatic),1
12,31.57,378.84,One year,Mailed check,0
15,113.31,1699.65,Month-to-month,Credit card (automatic),1
20,78.23,1564.6,Month-to-month,Electronic check,1
19,46.71,887.49,Month-to-month,Bank transfer (automatic),1
3,74.86,224.58,Month-to-month,Mailed check,1
12,53.48,641.76,Month-to-month,Mailed check,1
9,95.73,861.57,Month-to-month,Credit card (automatic),1
19,99.01,1881.19,Month-to-month,Credit card (automatic),1
1,50.12,50.12,Month-to-month,Bank transfer (automatic),1
13,28.46,369.98,Month-to-month,Credit card (automatic),1
0,63.66,0.0,Month-to-month,Mailed check,1
50,109.98,5499.0,Two year,Electronic check,0
2,55.33,110.66,Month-to-month,Mailed check,1
21,18.45,387.45,Month-to-month,Credit card (automatic),1
13,61.16,795.08,One year,Bank transfer (automatic),0
16,62.88,1006.08,Month-to-month,Electronic check,1
2,39.34,78.68,Month-to-month,Electronic check,1
1,90.38,90.38,Month-to-month,Bank transfer (automatic),0
13,87.36,1135.68,One year,Mailed check,1
61,23.55,1436.55,Two year,Credit card (automatic),0
2,95.36,190.72,Month-to-month,Credit card (automatic),0
18,116.37,2094.66,One year,Mailed check,0
37,61.83,2287.71,Two year,Mailed check,0
10,90.78,907.8,Month-to-month,Electronic check,1
18,73.79,1328.22,One year,Bank transfer (automatic),1
14,117.0,1638.0,One year,Electronic check,0
24,92.57,2221.68,One year,Credit card (automatic),0
20,28.23,564.6,Month-to-month,Electronic check,1
15,42.67,640.05,Month-to-month,Mailed check,1
62,89.26,5534.12,Two year,Bank transfer (automatic),0
18,47.49,854.82,One year,Electronic check,1
44,42.49,1869.56,Two year,Credit card (automatic),0
14,56.36,789.04,Month-to-month,Credit card (automatic),0
19,66.29,1259.51,One year,Electronic check,1
70,72.56,5079.2,Two year,Electronic check,0
21,36.6,768.6,Month-to-month,Electronic check,1
2,61.17,122.34,Month-to-month,Credit card (automatic),1
16,47.92,766.72,One year,Electronic check,1
19,78.28,1487.32,Month-to-month,Bank transfer (automatic),1
19,51.8,984.2,One year,Credit card (automatic),0
22,52.89,1163.58,Month-to-month,Credit card (automatic),0
10,62.51,625.1,Month-to-month,Credit card (automatic),0
15,30.68,460.2,One year,Electronic check,1
39,39.77,1551.03,Two year,Credit card (automatic),0
22,91.92,2022.24,One year,Mailed check,1
14,40.27,563.78,Month-to-month,Mailed check,0
22,115.93,2550.46,Month-to-month,Bank transfer (automatic),0
15,20.88,313.2,Month-to-month,Electronic check,0
1,42.28,42.28,Month-to-month,Bank transfer (automatic),0
19,69.35,1317.65,Month-to-month,Electronic check,1
12,83.31,999.72,One year,Electronic check,0
15,45.57,683.55,Month-to-month,Electronic check,1
72,55.42,3990.24,Two year,Mailed check,0
18,112.45,2024.1,Month-to-month,Electronic check,1
1,43.0,43.0,Month-to-month,Electronic check,1
46,82.7,3804.2,Two year,Bank transfer (automatic),0
40,114.48,4579.2,Two year,Credit card (automatic),0
10,78.69,786.9,Month-to-month,Mailed check,1
6,118.06,708.36,Month-to-month,Mailed check,1
21,103.54,2174.34,One year,Mailed check,0
28,44.28,1239.84,Two year,Bank transfer (automatic),0
23,81.26,1868.98,Month-to-month,Electronic check,1
19,89.62,1702.78,Month-to-month,Credit card (automatic),0
13,48.25,627.25,Month-to-month,Mailed check,1
16,109.11,1745.76,One year,Credit card (automatic),1
18,89.8,1616.4,Month-to-month,Bank transfer (automatic),0
30,51.61,1548.3,Two year,Electronic check,0
25,18.42,460.5,Two year,Electronic check,1
23,118.75,2731.25,One year,Mailed check,0
18,117.16,2108.88,Month-to-month,Electronic check,1
5,102.32,511.6,Month-to-month,Mailed check,0
14,94.15,1318.1,Month-to-month,Mailed check,1
16,71.69,1147.04,Month-to-month,Mailed check,0
20,73.7,1474.0,Month-to-month,Mailed check,1
9,24.87,223.83,Month-to-month,Mailed check,1
23,38.39,882.97,Month-to-month,Electronic check,1
16,65.69,1051.04,One year,Mailed check,0
16,57.92,926.72,One year,Credit card (automatic),0
14,81.6,1142.4,Month-to-month,Mailed check,1
67,73.24,4907.08,Two year,Electronic check,0
52,33.72,1753.44,Two year,Credit card (automatic),0
1,76.54,76.54,Month-to-month,Credit card (automatic),1
0,28.09,0.0,Month-to-month,Mailed check,1
67,69.67,4667.89,Two year,Bank transfer (automatic),0
16,114.6,1833.6,Month-to-month,Bank transfer (automatic),1
19,53.91,1024.29,One year,Mailed check,0
8,18.58,148.64,Month-to-month,Mailed check,1
13,100.45,1305.85,Month-to-month,Electronic check,1
2,60.3,120.6,Month-to-month,Electronic check,1
8,105.88,847.04,Month-to-month,Electronic check,1
19,113.16,2150.04,One year,Bank transfer (automatic),1
36,71.99,2591.64,Two year,Credit card (automatic),0
38,103.32,3926.16,Two year,Electronic check,0
52,20.03,1041.56,Two year,Bank transfer (automatic),0
9,100.61,905.49,Month-to-month,Credit card (automatic),1
50,24.2,1210.0,Two year,Mailed check,0
20,80.37,1607.4,One year,Bank transfer (automatic),0
8,94.16,753.28,Month-to-month,Bank transfer (automatic),1
24,62.19,1492.56,One year,Electronic check,1
21,107.52,2257.92,One year,Bank transfer (automatic),1
17,45.41,771.97,Month-to-month,Credit card (automatic),1
0,48.48,0.0,Month-to-month,Electronic check,0
24,56.52,1356.48,Month-to-month,Mailed check,0
0,76.45,0.0,Month-to-month,Mailed check,1
16,87.04,1392.64,One year,Electronic check,0
20,22.61,452.2,One year,Bank transfer (automatic),0
19,43.6,828.4,Month-to-month,Electronic check,1
38,116.88,4441.44,Two year,Credit card (automatic),0
4,51.88,207.52,Month-to-month,Credit card (automatic),1
36,104.13,3748.68,Two year,Electronic check,1
14,85.83,1201.62,Month-to-month,Bank transfer (automatic),1
19,55.26,1049.94,Month-to-month,Mailed check,0
18,93.26,1678.68,One year,Electronic check,0
15,18.38,275.7,One year,Bank transfer (automatic),0
17,98.24,1670.08,One year,Credit card (automatic),0
8,28.81,230.48,Month-to-month,Mailed check,1
5,117.05,585.25,Month-to-month,Bank transfer (automatic),1
20,56.43,1128.6,One year,Mailed check,0
15,47.84,717.6,Month-to-month,Mailed check,1
6,89.38,536.28,Month-to-month,Credit card (automatic),1
21,116.59,2448.39,Month-to-month,Bank transfer (automatic),0
16,112.18,1794.88,Month-to-month,Electronic check,1
4,48.08,192.32,Month-to-month,Mailed check,1
10,75.44,754.4,Month-to-month,Mailed check,1
13,112.64,1464.32,Month-to-month,Credit card (automatic),1
20,66.32,1326.4,Month-to-month,Electronic check,1
4,108.16,432.64,Month-to-month,Bank transfer (automatic),1
12,90.26,1083.12,One year,Bank transfer (automatic),0
41,107.04,4388.64,Two year,Electronic check,0
22,108.63,2389.86,One year,Mailed check,1
10,89.73,897.3,Month-to-month,Mailed check,1
44,50.02,2200.88,Two year,Mailed check,0
17,73.16,1243.72,Month-to-month,Credit card (automatic),0
53,70.45,3733.85,Two year,Bank transfer (automatic),0
1,74.9,74.9,Month-to-month,Mailed check,1
22,81.97,1803.34,Month-to-month,Bank transfer (automatic),1
40,74.15,2966.0,Two year,Electronic check,0
4,115.87,463.48,Month-to-month,Electronic check,1
18,58.71,1056.78,Month-to-month,Electronic check,1
21,79.47,1668.87,Month-to-month,Bank transfer (automatic),0
17,28.18,479.06,Month-to-month,Electronic check,0
22,57.47,1264.34,One year,Mailed check,0
14,101.18,1416.52,One year,Mailed check,1
49,57.58,2821.42,Two year,Electronic check,0
31,22.8,706.8,Two year,Electronic check,0
18,74.59,1342.62,Month-to-month,Bank transfer (automatic),1
16,110.34,1765.44,One year,Electronic check,1
43,79.96,3438.28,Two year,Mailed check,0
1,60.91,60.91,Month-to-month,Bank transfer (automatic),1
16,97.86,1565.76,Month-to-month,Mailed check,0
46,88.43,4067.78,Two year,Electronic check,1
3,96.13,288.39,Month-to-month,Electronic check,1
13,50.94,662.22,One year,Credit card (automatic),0
10,62.88,628.8,Month-to-month,Credit card (automatic),0
16,66.8,1068.8,Month-to-month,Bank transfer (automatic),0
41,90.51,3710.91,Two year,Electronic check,1
16,72.81,1164.96,Month-to-month,Mailed check,1
15,115.0,1725.0,Month-to-month,Electronic check,1
15,117.73,1765.95,One year,Bank transfer (automatic),0
58,119.03,6903.74,Two year,Electronic check,1
24,72.45,1738.8,One year,Mailed check,1
14,81.03,1134.42,Month-to-month,Bank transfer (automatic),1
64,117.3,7507.2,Two year,Electronic check,0
20,47.78,955.6,One year,Mailed check,0
0,111.33,0.0,Month-to-month,Credit card (automatic),0
51,115.29,5879.79,Two year,Mailed check,0
4,80.54,322.16,Month-to-month,Electronic check,1
15,106.6,1599.0,One year,Mailed check,1
69,111.53,7695.57,Two year,Mailed check,0
19,41.82,794.58,One year,Electronic check,0
37,90.49,3348.13,Two year,Bank transfer (automatic),0
47,112.02,5264.94,Two year,Electronic check,0
15,41.12,616.8,One year,Credit card (automatic),0
11,25.04,275.44,Month-to-month,Credit card (automatic),1
21,62.15,1305.15,One year,Mailed check,0
43,47.75,2053.25,Two year,Credit card (automatic),0
5,92.17,460.85,Month-to-month,Electronic check,1
16,84.33,1349.28,One year,Mailed check,0
19,29.72,564.68,Month-to-month,Bank transfer (automatic),1
5,109.55,547.75,Month-to-month,Electronic check,1
20,25.32,506.4,One year,Mailed check,0
7,98.35,688.45,Month-to-month,Credit card (automatic),1
22,108.71,2391.62,Month-to-month,Mailed check,1
22,67.66,1488.52,Month-to-month,Bank transfer (automatic),1
18,100.66,1811.88,Month-to-month,Credit card (automatic),0
20,119.69,2393.8,Month-to-month,Electronic check,0
14,61.32,858.48,One year,Electronic check,0
0,76.66,0.0,Month-to-month,Credit card (automatic),0
3,74.9,224.7,Month-to-month,Credit card (automatic),1
19,94.12,1788.28,Month-to-month,Mailed check,0
0,32.23,0.0,Month-to-month,Credit card (automatic),1
5,100.75,503.75,Month-to-month,Electronic check,1
4,31.63,126.52,Month-to-month,Credit card (automatic),0
17,22.04,374.68,Month-to-month,Bank transfer (automatic),0
13,74.48,968.24,Month-to-month,Mailed check,0
0,27.57,0.0,Month-to-month,Bank transfer (automatic),0
22,49.05,1079.1,One year,Electronic check,0
19,34.75,660.25,Month-to-month,Electronic check,1
43,104.85,4508.55,Two year,Electronic check,0
12,100.98,1211.76,Month-to-month,Electronic check,1
4,56.72,226.88,Month-to-month,Mailed check,1
23,110.27,2536.21,One year,Bank transfer (automatic),0
21,95.31,2001.51,One year,Electronic check,0
8,100.81,806.48,Month-to-month,Mailed check,1
17,50.98,866.66,Month-to-month,Electronic check,0
13,92.32,1200.16,One year,Electronic check,0
41,97.51,3997.91,Two year,Credit card (automatic),0
15,32.35,485.25,Month-to-month,Mailed check,1
9,65.82,592.38,Month-to-month,Bank transfer (automatic),1
11,46.15,507.65,Month-to-month,Electronic check,1
19,47.83,908.77,One year,Mailed check,0
8,89.06,712.48,Month-to-month,Electronic check,1
10,39.79,397.9,Month-to-month,Mailed check,1
21,50.87,1068.27,One year,Electronic check,1
3,70.41,211.23,Month-to-month,Mailed check,1
1,24.1,24.1,Month-to-month,Mailed check,0
2,49.83,99.66,Month-to-month,Credit card (automatic),0
8,41.34,330.72,Month-to-month,Credit card (automatic),1
0,67.56,0.0,Month-to-month,Bank transfer (automatic),1
19,86.48,1643.12,Month-to-month,Electronic check,1
10,95.62,956.2,Month-to-month,Electronic check,1
0,32.56,0.0,Month-to-month,Mailed check,1
24,91.59,2198.16,One year,Electronic check,1
6,19.25,115.5,Month-to-month,Bank transfer (automatic),1
16,62.04,992.64,Month-to-month,Electronic check,1
23,19.92,458.16,One year,Credit card (automatic),0
71,27.75,1970.25,Two year,Electronic check,0
15,21.74,326.1,Month-to-month,Mailed check,1
18,32.45,584.1,Month-to-month,Bank transfer (automatic),1
39,38.99,1520.61,Two year,Mailed check,0
4,46.34,185.36,Month-to-month,Electronic check,1
18,31.31,563.58,Month-to-month,Credit card (automatic),0
20,20.81,416.2,Month-to-month,Mailed check,0
13,29.61,384.93,One year,Bank transfer (automatic),1
18,28.3,509.4,Month-to-month,Electronic check,1
12,115.45,1385.4,Month-to-month,Electronic check,1
19,43.92,834.48,Month-to-month,Electronic check,0
4,40.09,160.36,Month-to-month,Electronic check,1
9,80.16,721.44,Month-to-month,Bank transfer (automatic),1
16,61.86,989.76,Month-to-month,Electronic check,1
18,114.98,2069.64,Month-to-month,Electronic check,1
19,81.76,1553.44,One year,Bank transfer (automatic),0
17,82.97,1410.49,Month-to-month,Bank transfer (automatic),1
17,59.29,1007.93,One year,Credit card (automatic),0
12,118.15,1417.8,Month-to-month,Electronic check,1
28,45.29,1268.12,Two year,Bank transfer (automatic),0
7,106.98,748.86,Month-to-month,Electronic check,1
